item_id,image_filename,title_zh,title_en,sample_stratum_label,source_site_hint,source_page_url,image_file_url,github_image_url,license_status,attribution,notes,source_collection_url,exact_url_status,exact_url_confidence,exact_url_notes
7d189d6c0f1a,images_raw/7d189d6c0f1a.jpg,乐队,The Band,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/7d189d6c0f1a.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
bd744b0b6982,images_raw/bd744b0b6982.jpg,地下墓穴,Catacombs,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/bd744b0b6982.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
3c4d26a24330,images_raw/3c4d26a24330.jpg,全球化克隆,GLOBALISATION CLONES,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/3c4d26a24330.jpg,unknown,Dags Vidulejs,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ab36ee798527,images_raw/ab36ee798527.jpg,泥土的拥抱,Embrace of the Earth,敬畏,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/ab36ee798527.jpg,unknown,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b231b28e9379,images_raw/b231b28e9379.jpg,类比谜题,Analog Puzzle,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/b231b28e9379.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
69de4e9b33ec,images_raw/69de4e9b33ec.jpg,蚁生,Ant Life,惊奇,theartling.com,,,,unknown,TheArtling painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
ad055fc89458,images_raw/ad055fc89458.jpg,公共花园,Public Garden,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/ad055fc89458.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
954c5208a895,images_raw/954c5208a895.jpg,最后的光芒,Last Light,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/954c5208a895.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b241cd2b4f65,images_raw/b241cd2b4f65.jpg,心画意兴,Heartfelt Inspiration,宁静,mazhangcheng.artron.net,,,,unknown,马章乘,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://mazhangcheng.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
d54cb4df8208,images_raw/d54cb4df8208.jpg,王府井南口,South Entrance of Wangfujing,悲伤,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
4005c06befe7,images_raw/4005c06befe7.jpg,渐逝的梦,Fading Dream,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/4005c06befe7.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
0303fa35c506,images_raw/0303fa35c506.jpg,桃花源,Peach Blossom Spring,恐惧,artmajeur.com,,,,unknown,Artmajeur painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
7c15216a356d,images_raw/7c15216a356d.jpg,森林中的鹿,Deer in the Forest,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/7c15216a356d.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
1bb7b3f48b7b,images_raw/1bb7b3f48b7b.jpg,多花,Abundant Flowers,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/1bb7b3f48b7b.jpg,unknown,Nga Tran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b50f282ba6de,images_raw/b50f282ba6de.jpg,撒尼斗牛文化节,Sani Bullfighting Festival,愤怒,artmajeur.com,,,,unknown,Artmajeur painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
cdebdedbba2b,images_raw/cdebdedbba2b.jpg,我痛苦，因此我活着,"I Suffer, Therefore I Live",悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/cdebdedbba2b.jpg,unknown,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ffd061445b8d,images_raw/ffd061445b8d.jpg,《绿马踏冠毒》,Green Horse Trampling the Crown of Poison,恐惧,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
faa3326226b8,images_raw/faa3326226b8.jpg,紧急呼救 II,Emergency Call II,恐惧,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
38ba9f1aa8e4,images_raw/38ba9f1aa8e4.jpg,任何一天,Any Day,恐惧,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
40e216c47afa,images_raw/40e216c47afa.jpg,失落的幻影,失落的幻影,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/40e216c47afa.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
377ffc885c72,images_raw/377ffc885c72.jpg,和平使命：乌克兰与以色列,Peace Mission: Ukraine and Israel,厌恶,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/377ffc885c72.jpg,unknown,Dags Vidulejs,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.",https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,source_collection_inferred_from_local_title,local_title_or_translation_match,Source collection inferred from local add-pic folder using title_zh/title_en and translation-cache matching; exact work-page URL remains unverified.
b08a77016f53,images_raw/b08a77016f53.jpg,毛茸茸的大狗,Fluffy Big Dog,快乐,artist.artron.net,https://artist.artron.net/artists23462/2-383874.html#w,,,unknown,苏大朝,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 毛茸茸的大狗
ec9fddf3dd86,images_raw/ec9fddf3dd86.jpg,愤怒的花朵崩溃,Flowers of Rage Collapse,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/ec9fddf3dd86.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
ee4610588f3f,images_raw/ee4610588f3f.jpg,夏天,Summer,宁静,artist.artron.net; artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/ee4610588f3f.jpg,unknown,Igor Shulman; Irina Laube; 党中华,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,https://artist.artron.net/artists314; https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191; https://www.artmajeur.com/irina-laube?view=grid&collections%5B%5D=1872800,multiple_exact_work_url_candidates,needs_manual_review,Multiple work links matched title on source collection page; verify exact image visually.
5f11912239eb,images_raw/5f11912239eb.jpg,沉默的觉醒,Silent Awakening,敬畏,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/5f11912239eb.jpg,unknown,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
51b28e1848fc,images_raw/51b28e1848fc.jpg,憩,Repose,恐惧,artist.artron.net,https://artist.artron.net/artists23462/2-383190.html#w,,,unknown,苏大朝,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 憩
9d7e20c0637e,images_raw/9d7e20c0637e.jpg,机械神灵,Mechanical Deity,恐惧,artmajeur.com,,,,unknown,Artmajeur painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
63700d00e7bc,images_raw/63700d00e7bc.jpg,抱宠物的家庭,Family with Pets,厌恶,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
eceb28d72fd4,images_raw/eceb28d72fd4.jpg,黄金武士,Golden Warrior,厌恶,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/eceb28d72fd4.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
4d1a84a7a0d3,images_raw/4d1a84a7a0d3.jpg,岁月,Years,宁静,hanyuchen.artron.net,,,,unknown,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://hanyuchen.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
acd801e7b120,images_raw/acd801e7b120.jpg,梦百合NO.5,Dream Lily No. 5,恐惧,tiexin.artron.net,,,,unknown,铁心,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://tiexin.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
9b845b101b5f,images_raw/9b845b101b5f.jpg,莎迦熊妹村,Saga Bear Sister Village,快乐,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
73991c17113e,images_raw/73991c17113e.jpg,绽放之潮,Tide of Bloom,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/73991c17113e.jpg,unknown,Claire Denarie-Soffietti,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
78c5df210341,images_raw/78c5df210341.jpg,月光码头,Moonlit Pier,厌恶,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/78c5df210341.jpg,unknown,Nga Tran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
2acd084564cc,images_raw/2acd084564cc.jpg,柏林世界青年联欢节,Berlin World Youth Festival,快乐,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
e2a7d995adb0,images_raw/e2a7d995adb0.jpg,父亲的爱,A Father's Love,愤怒,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/e2a7d995adb0.jpg,unknown,Picrate,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
53f58f163b21,images_raw/53f58f163b21.jpg,西安户县麦子地,"Wheat Fields in Huxian, Xi'an",宁静,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
