item_id,image_filename,title_zh,title_en,sample_stratum_label,source_site_hint,source_collection_url,source_page_url,exact_url_status,exact_url_confidence,attribution,notes,exact_url_notes
01d0c51f3d96,images_raw/01d0c51f3d96.jpg,山谷中的沉睡者,,厌恶,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
4922f64f7b32,images_raw/4922f64f7b32.jpg,相信自己的直觉,Trust Your Instincts,敬畏,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,,blocked_or_dynamic_manual_check_needed,,Picrate,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
9e8f13c0ad90,images_raw/9e8f13c0ad90.jpg,废都,The Abandoned Capital,悲伤,guanpuxue.artron.net,https://guanpuxue.artron.net/,,no_work_url_match_on_collection_pages,,管朴学,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
438b3376f646,images_raw/438b3376f646.jpg,双生影,,愤怒,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,,blocked_or_dynamic_manual_check_needed,,Annabelle Amory,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
40fe75077c7b,images_raw/40fe75077c7b.jpg,淡荡秋光,Gentle Autumn Light,惊奇,guanpuxue.artron.net,https://guanpuxue.artron.net/,,no_work_url_match_on_collection_pages,,管朴学,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
113768c9c7f6,images_raw/113768c9c7f6.jpg,阿尔班永恒,,快乐,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
7d189d6c0f1a,images_raw/7d189d6c0f1a.jpg,乐队,,惊奇,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
bd744b0b6982,images_raw/bd744b0b6982.jpg,地下墓穴,,恐惧,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
3c4d26a24330,images_raw/3c4d26a24330.jpg,全球化克隆,,宁静,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,,blocked_or_dynamic_manual_check_needed,,Dags Vidulejs,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ab36ee798527,images_raw/ab36ee798527.jpg,泥土的拥抱,,敬畏,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,,blocked_or_dynamic_manual_check_needed,,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b231b28e9379,images_raw/b231b28e9379.jpg,类比谜题,Analog Puzzle,快乐,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
69de4e9b33ec,images_raw/69de4e9b33ec.jpg,蚁生,Ant Life,惊奇,,,,no_collection_url_available,,,No local title/filename source match found yet.,
ad055fc89458,images_raw/ad055fc89458.jpg,公共花园,,宁静,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
954c5208a895,images_raw/954c5208a895.jpg,最后的光芒,,悲伤,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b241cd2b4f65,images_raw/b241cd2b4f65.jpg,心画意兴,Heartfelt Inspiration,宁静,mazhangcheng.artron.net,https://mazhangcheng.artron.net/,,no_work_url_match_on_collection_pages,,马章乘,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
d54cb4df8208,images_raw/d54cb4df8208.jpg,王府井南口,South Entrance of Wangfujing,悲伤,daize.artron.net,https://daize.artron.net/,,no_work_url_match_on_collection_pages,,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
4005c06befe7,images_raw/4005c06befe7.jpg,渐逝的梦,Fading Dream,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
0303fa35c506,images_raw/0303fa35c506.jpg,桃花源,Peach Blossom Spring,恐惧,,,,no_collection_url_available,,,No local title/filename source match found yet.,
7c15216a356d,images_raw/7c15216a356d.jpg,森林中的鹿,Deer in the Forest,悲伤,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
1bb7b3f48b7b,images_raw/1bb7b3f48b7b.jpg,多花,,悲伤,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,,blocked_or_dynamic_manual_check_needed,,Nga Tran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b50f282ba6de,images_raw/b50f282ba6de.jpg,撒尼斗牛文化节,Sani Bullfighting Festival,愤怒,,,,no_collection_url_available,,,No local title/filename source match found yet.,
cdebdedbba2b,images_raw/cdebdedbba2b.jpg,我痛苦，因此我活着,,悲伤,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,,blocked_or_dynamic_manual_check_needed,,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ffd061445b8d,images_raw/ffd061445b8d.jpg,《绿马踏冠毒》,Green Horse Trampling the Crown of Poison,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
faa3326226b8,images_raw/faa3326226b8.jpg,紧急呼救 II,Emergency Call II,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
38ba9f1aa8e4,images_raw/38ba9f1aa8e4.jpg,任何一天,Any Day,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
40e216c47afa,images_raw/40e216c47afa.jpg,失落的幻影,失落的幻影,悲伤,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
377ffc885c72,images_raw/377ffc885c72.jpg,和平使命：乌克兰与以色列,Peace Mission: Ukraine and Israel,厌恶,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
ec9fddf3dd86,images_raw/ec9fddf3dd86.jpg,愤怒的花朵崩溃,Flowers of Rage Collapse,惊奇,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
ee4610588f3f,images_raw/ee4610588f3f.jpg,夏天,,宁静,artist.artron.net; artmajeur.com,https://artist.artron.net/artists314; https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191; https://www.artmajeur.com/irina-laube?view=grid&collections%5B%5D=1872800,,multiple_exact_work_url_candidates,needs_manual_review,Igor Shulman; Irina Laube; 党中华,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,Multiple work links matched title on source collection page; verify exact image visually.
5f11912239eb,images_raw/5f11912239eb.jpg,沉默的觉醒,,敬畏,artmajeur.com,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,,blocked_or_dynamic_manual_check_needed,,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
9d7e20c0637e,images_raw/9d7e20c0637e.jpg,机械神灵,,恐惧,,,,no_collection_url_available,,,No local title/filename source match found yet.,
63700d00e7bc,images_raw/63700d00e7bc.jpg,抱宠物的家庭,Family with Pets,厌恶,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
eceb28d72fd4,images_raw/eceb28d72fd4.jpg,黄金武士,,厌恶,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
4d1a84a7a0d3,images_raw/4d1a84a7a0d3.jpg,岁月,Years,宁静,hanyuchen.artron.net,https://hanyuchen.artron.net/,,no_work_url_match_on_collection_pages,,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
acd801e7b120,images_raw/acd801e7b120.jpg,梦百合NO.5,Dream Lily No. 5,恐惧,tiexin.artron.net,https://tiexin.artron.net/,,no_work_url_match_on_collection_pages,,铁心,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
9b845b101b5f,images_raw/9b845b101b5f.jpg,莎迦熊妹村,Saga Bear Sister Village,快乐,daize.artron.net,https://daize.artron.net/,,no_work_url_match_on_collection_pages,,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
73991c17113e,images_raw/73991c17113e.jpg,绽放之潮,,快乐,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,,blocked_or_dynamic_manual_check_needed,,Claire Denarie-Soffietti,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
78c5df210341,images_raw/78c5df210341.jpg,月光码头,,厌恶,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,,blocked_or_dynamic_manual_check_needed,,Nga Tran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
2acd084564cc,images_raw/2acd084564cc.jpg,柏林世界青年联欢节,Berlin World Youth Festival,快乐,daize.artron.net,https://daize.artron.net/,,no_work_url_match_on_collection_pages,,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
e2a7d995adb0,images_raw/e2a7d995adb0.jpg,父亲的爱,A Father's Love,愤怒,artmajeur.com,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,,blocked_or_dynamic_manual_check_needed,,Picrate,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
53f58f163b21,images_raw/53f58f163b21.jpg,西安户县麦子地,"Wheat Fields in Huxian, Xi'an",宁静,daize.artron.net,https://daize.artron.net/,,no_work_url_match_on_collection_pages,,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
33a514e2e078,images_raw/33a514e2e078.jpg,循环,,厌恶,artmajeur.com,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,,blocked_or_dynamic_manual_check_needed,,Annabelle Amory,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
9b485248182d,images_raw/9b485248182d.jpg,《奇异梦幻》,Fantastic Dreams,惊奇,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,,no_work_url_match_on_collection_pages,,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,No matching work title found in crawled collection pages.
da62c0a19ce8,images_raw/da62c0a19ce8.jpg,艺术圣殿的入口,Entrance to the Temple of Art,宁静,daize.artron.net,https://daize.artron.net/,,no_work_url_match_on_collection_pages,,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
7e6096767b83,images_raw/7e6096767b83.jpg,秋天的回忆,,厌恶,artmajeur.com,https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,,blocked_or_dynamic_manual_check_needed,,Nga Tran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
c66e94da3f40,images_raw/c66e94da3f40.jpg,柔软的匕首,Soft Dagger,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
2459c8d5cb74,images_raw/2459c8d5cb74.jpg,苍鹭,,恐惧,artmajeur.com,https://www.artmajeur.com/elisa-de-montis?view=grid&collections%5B%5D=2450866,,blocked_or_dynamic_manual_check_needed,,Elisa De Montis,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
6e2fe2c082f1,images_raw/6e2fe2c082f1.jpg,母亲的喜悦,,快乐,artmajeur.com,https://www.artmajeur.com/ganiyat-abdulazeez?view=grid&collections%5B%5D=2121668,,blocked_or_dynamic_manual_check_needed,,Ganiyat Abdulazeez,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
1d2dc99906a8,images_raw/1d2dc99906a8.jpg,《全球化·克隆》,Globalization·Clone,宁静,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
ff377c0bca2d,images_raw/ff377c0bca2d.jpg,秋水,Autumn Water,宁静,artist.artron.net; guanpuxue.artron.net,https://artist.artron.net/artists314; https://guanpuxue.artron.net/,,multiple_exact_work_url_candidates,needs_manual_review,党中华; 管朴学,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,Multiple work links matched title on source collection page; verify exact image visually.
5721636792b3,images_raw/5721636792b3.jpg,下十字架,Descent from the Cross,惊奇,yueminjun.artron.net,https://yueminjun.artron.net/,,no_work_url_match_on_collection_pages,,岳敏君,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
3bf941aeddac,images_raw/3bf941aeddac.jpg,初兆,,恐惧,,,,no_collection_url_available,,,No local title/filename source match found yet.,
b7a79ddaff63,images_raw/b7a79ddaff63.jpg,生活选择 II,,悲伤,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,,blocked_or_dynamic_manual_check_needed,,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
63d8f42527b0,images_raw/63d8f42527b0.jpg,花之少女请教,Floral Maiden's Inquiry,快乐,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
e20f640cb640,images_raw/e20f640cb640.jpg,融合,Fusion,惊奇,artmajeur.com,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799; https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,,blocked_or_dynamic_manual_check_needed,,Antoine Alran; Robert Van Den Herik,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
9331e1ff3566,images_raw/9331e1ff3566.jpg,平行线,,宁静,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
a79ff7013cd8,images_raw/a79ff7013cd8.jpg,早春记事,Early Spring Chronicles,宁静,,,,no_collection_url_available,,,No local title/filename source match found yet.,
b17675cc0db9,images_raw/b17675cc0db9.jpg,发型师 1,,快乐,artmajeur.com,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,,blocked_or_dynamic_manual_check_needed,,Jean Luc Michon,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
73ffe2c58df2,images_raw/73ffe2c58df2.jpg,《浩瀚》,Vastness,敬畏,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,,no_work_url_match_on_collection_pages,,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,No matching work title found in crawled collection pages.
b8e6b93cca53,images_raw/b8e6b93cca53.jpg,运气,Luck,宁静,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
d967704a5a81,images_raw/d967704a5a81.jpg,民谣,Ballad,惊奇,,,,no_collection_url_available,,,No local title/filename source match found yet.,
0d13932ce80b,images_raw/0d13932ce80b.jpg,我们的内心平静,Our Inner Peace,惊奇,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
ad6225cb3b55,images_raw/ad6225cb3b55.jpg,囚徒,Prisoner,悲伤,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
886d55758537,images_raw/886d55758537.jpg,母女图,Mother and Daughter,快乐,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
0c4618751279,images_raw/0c4618751279.jpg,幸运男孩,,恐惧,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
7135699f8c2c,images_raw/7135699f8c2c.jpg,梦与睡衣,,快乐,artmajeur.com,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,,blocked_or_dynamic_manual_check_needed,,Claire Denarie-Soffietti,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
79ea08d6c654,images_raw/79ea08d6c654.jpg,梦中的陪伴,,惊奇,artmajeur.com,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,,blocked_or_dynamic_manual_check_needed,,Ta,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
bd8854389702,images_raw/bd8854389702.jpg,肮脏的思维,Dirty Mind,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
297676566b29,images_raw/297676566b29.jpg,沉船,Shipwreck,恐惧,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
0aa1912a9d55,images_raw/0aa1912a9d55.jpg,高于一切,,恐惧,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,,blocked_or_dynamic_manual_check_needed,,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
f5d6ddef0a0f,images_raw/f5d6ddef0a0f.jpg,热情的女王,Passionate Queen,悲伤,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
67a73d88fff6,images_raw/67a73d88fff6.jpg,海风,,宁静,liushouxin.artron.net,https://liushouxin.artron.net/works_index_1,,no_work_url_match_on_collection_pages,,刘守信,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,No matching work title found in crawled collection pages.
9d1567dbc357,images_raw/9d1567dbc357.jpg,梦幻风景,,快乐,artmajeur.com,https://www.artmajeur.com/aurelie-lafourcade?view=grid&collections%5B%5D=2408860,,blocked_or_dynamic_manual_check_needed,,Aurelie Lafourcade,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
9c7819d47c8a,images_raw/9c7819d47c8a.jpg,为爱。蝴蝶舞。欣喜,,快乐,artmajeur.com,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,,blocked_or_dynamic_manual_check_needed,,Dags Vidulejs,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
973d4c876c05,images_raw/973d4c876c05.jpg,时间的气息,,惊奇,artmajeur.com,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,,blocked_or_dynamic_manual_check_needed,,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
a49a0ae8afb3,images_raw/a49a0ae8afb3.jpg,人骨,,厌恶,artmajeur.com,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,,blocked_or_dynamic_manual_check_needed,,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
568cc7cdc478,images_raw/568cc7cdc478.jpg,自然编码 雾中的长颈鹿,Nature Code: Giraffe in the Mist,快乐,,,,no_collection_url_available,,,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files.",
a677adff2798,images_raw/a677adff2798.jpg,《冬奥将即》,Winter Olympics Approaching,宁静,huangjiannan.artron.net,https://huangjiannan.artron.net/works_index_21,,no_work_url_match_on_collection_pages,,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files.,No matching work title found in crawled collection pages.
